CaseIdentifier,Catchwords,Year,URL,WordCount,ParagraphCount,Author,LegalParties
[2021] SGHC 243,"Tort — Negligence — Breach of duty, Professions — Medical profession and practice — Liability — Negligence",2021,https://www.elitigation.sg/gd/s/2021_SGHC_243,5303,43,Choo Han Teck J,"Vijay Kumar Rai, Gursharn Gill Singh s/o Amar Singh and Jasleen Kaur (Arbiters Inc Law Corporation) for the plaintiffKuah Boon Theng SC, Samantha Oei Jia Hsia and Cheong Le Yue Jess (Legal Clinic LLC) for the defendantLim Wan Ting Tracia and Tay Kai Lin Brenda (Charles Lin LLC) (watching brief)."
[2021] SGHC 244,"Arbitration — Agreement — Scope, Arbitration — Interlocutory order or direction — Anti-suit injunction, Civil Procedure — Jurisdiction — Submission to jurisdiction
— Amenability to court's jurisdiction 
, Arbitration — Arbitrability and public policy — Law governing the issue of subject matter arbitrability",2021,https://www.elitigation.sg/gd/s/2021_SGHC_244,12008,96,S Mohan JC,"Thio Shen Yi SC, Tan May Lian Felicia and Uma Jitendra Sharma (TSMP Law Corporation) for the plaintiff Nandakumar Ponniya Servai, Ashish Chugh, Pradeep Nair and Yiu Kai Tai (Wong & Leow LLC) for the defendant."
[2021] SGHC 237,"Civil Procedure — Delay, Civil Procedure — Service, Civil Procedure — Writ of summons
",2021,https://www.elitigation.sg/gd/s/2021_SGHC_237,2739,36,Kwek Mean Luck JC,"Kronenburg Edmund Jerome, Wu Guolin Colin, Tammie Khor and Luen Ka Fai Joseph (Braddell Brothers LLP) for the plaintiff Lek Siang Pheng, Toh Cher Han, Ng Cheng Mun Clara (Dentons Rodyk & Davidson LLP) for the defendants."
[2021] SGHC 241,"Intellectual Property — Copyright — Subject matter — Broadcasts — Whether point-to-point transmissions fall within the meaning of ""broadcast"" in the Copyright Act (Cap 63, 2006 Rev Ed), Intellectual Property — Copyright — Infringement — Standing to sue — Distinction between the exclusive right to authorise a person to do an act in relation to a copyright work and the exclusive right to do that act, Intellectual Property — Copyright — Infringement — Exclusive right to communicate the work to the public in s 26(1)(a)(iv) of the Copyright Act (Cap 63, 2006 Rev Ed) — Test for determining if the work is communicated to the ""public"" — Whether persons outside of Singapore form part of the ""public"" 
",2021,https://www.elitigation.sg/gd/s/2021_SGHC_241,14209,117,Dedar Singh Gill J,"Lee Hwee Khiam Anthony, Darrell Low Kim Boon, Wang Liansheng and Chua Siew Ling Aileen (Bih Li & Lee LLP) for the plaintiff Kang Choon Hwee Alban and Oh Pin-Ping (Bird & Bird ATMD LLP) for the defendant."
[2021] SGHC(A) 15,"Equity — Fiduciary relationships — Duties
, Contract — Contractual terms — Interpretation, Contract — Contractual terms — Admissibility of evidence",2021,https://www.elitigation.sg/gd/s/2021_SGHCA_15,2956,30,See Kee Oon J,"Probin Stephan Dass, Hoang Linh Trang and Poh Yee Shing (Shook Lin & Bok LLP) for the appellants in AD/CA 47/2021 and the respondents in AD/CA 49/2021. Chang Qi-Yang and Ephraim Tan (WongPartnership LLP) for the respondents in AD/CA 47/2021 and the appellants in AD/CA 49/2021."
[2021] SGHC 242,"Criminal Law — Offences — Statutory offences — Misuse of Drugs Act (Cap 185, 2008 Rev Ed) ",2021,https://www.elitigation.sg/gd/s/2021_SGHC_242,3724,39,Ang Cheng Hock J,"Mark Jayaratnam and Benedict Chan Wei Qi (Attorney-General's Chambers) for the Prosecution Peter Keith Fernando and Kavita Pandey (Leo Fernando LLC), Subir Singh Grewal (Aequitas Law LLP) for the accused."
[2021] SGHCF 35,Family Law — Procedure — Abridgement of time to enter final judgment,2021,https://www.elitigation.sg/gd/s/2021_SGHCF_35,780,9,Choo Han Teck J,Alina Sim Jin Simm (Axis Law Corporation) for the AppellantNicholas Leow Zhi Wei (Netto & Magin LLC) for the Respondent.
[2021] SGHC 240,"Criminal Procedure and Sentencing — Sentencing — Appeals 
, Criminal Law — Statutory offences — Securities and Futures Act",2021,https://www.elitigation.sg/gd/s/2021_SGHC_240,12106,114,See Kee Oon J,Not found
[2021] SGHC 239,"Civil Procedure — Interim orders, Civil Procedure — Injunctions 
, Building and Construction Law — Dispute resolution — Adjudication",2021,https://www.elitigation.sg/gd/s/2021_SGHC_239,7933,109,Tan Siong Thye J,"Campos Conrad Melville, Chong Jia Hao and Michelle Lim Ann Nee (RHTLaw Asia LLP) for the plaintiff S. Magintharan and Liew Boon Kwee James (Essex LLC) for the defendant."
[2021] SGHCF 36,Family Law — Grounds for divorce — Behaviour,2021,https://www.elitigation.sg/gd/s/2021_SGHCF_36,971,9,Choo Han Teck J,"Tien De Ming Grismond (Infinitus Law Corporation) for the AppellantLim Junchen Xavier, Madeleine Poh (Yeo & Associates LLC) for the Respondent."
[2021] SGHC 238,"Contract — Waiver, Contract — Formation — Acceptance, Contract — Estoppel by convention, Contract — Assignment — Equitable assignment, Contract — Formation — Offer — Unilateral offer, Credit and Security — Guarantees and indemnities, Credit and Security — Money and moneylenders — Illegal moneylending
, Contract — Assignment — Section 4(8) of the Civil Law Act (Cap 43, 1999 Rev Ed) — Section 8 of the Electronic Transactions Act (Cap 88, 2011 Rev Ed)",2021,https://www.elitigation.sg/gd/s/2021_SGHC_238,9484,97,Philip Jeyaretnam JC,"Lee Ming Hui Kelvin, Ong Xin Ying Samantha and Kikki Tan Zhi Yi (WNLEX LLC) for the plaintiffs Lazarus Nicholas Philip and Elizabeth Toh Guek Li (Justicius Law Corporation) for the defendants."
[2021] SGCA 98,Contract — Contractual terms — Exclusion clauses,2021,https://www.elitigation.sg/gd/s/2021_SGCA_98,8038,0,Unknown,S Magintharan and Liew Boon Kwee James (Essex LLC) for the appellant in CA/CA 2/2021 and respondent in CA/CA 16/2021 Yee Mun Howe Gerald and Jonathan Lim Shi Cao (Premier Law LLC) for the respondent in CA/CA 2/2021 and appellant in CA/CA 16/2021.
[2021] SGHC 236,"Criminal Law — Offences — Property — Cheating, Criminal Procedure and Sentencing — Sentencing — Principles for reducing sentence on account of ill health 
",2021,https://www.elitigation.sg/gd/s/2021_SGHC_236,5489,51,Vincent Hoong J,"Letchamanan Devadason and Ivan Lee Tze Chuen (LegalStandard LLP) for the appellant Jordan Li, Ryan Lim and Jeremy Bin (Attorney-General's Chambers) for the respondent."
[2021] SGCA(I) 5,"Civil Procedure — Amendment of pleadings  
, Civil Procedure — Interpleader — Principles — Actions in rem and in personam",2021,https://www.elitigation.sg/gd/s/2021_SGCAI_5,5203,56,Judith Prakash JCA,"Mark Hubbard (New Square Chambers) (Co-counsel)Yee Mun Howe Gerald and Jonathan Lim Shi Cao(Premier Law LLC) (Co-counsel) for the appellantsColin Liew (Duxton Hill Chambers (Singapore Practice Group))(Co-counsel) Kam Su Cheun Aurill, Lim Rui Hsien Esther, and Valerie Thio Shu Jun (Legal Clinic LLC)(Co-counsel) for the respondent."
[2021] SGHC(A) 14,Civil Procedure — Striking out — Extended doctrine of res judicata,2021,https://www.elitigation.sg/gd/s/2021_SGHCA_14,6082,70,Woo Bih Li JAD,"Teh Kee Wee Lawrence, Chia Huai Yuan, Elias Benyamin Arun, Pan XingZheng Edric and V Santhosh (Dentons Rodyk & Davidson LLP) for the applicant Chan Leng Sun SC, Colin Liew (instructed), Ang Hsueh Ling Celeste, Danitza Hon Cai Xia, Lee Zhe Xu and Yiu Kai Tai (Wong & Leow LLC) for the respondent."
[2021] SGHCF 34,"Family Law — Child — Relocation, Family Law — Custody — Access
",2021,https://www.elitigation.sg/gd/s/2021_SGHCF_34,1477,13,Choo Han Teck J,Teo Jin Huang (Rajen Law Practice) for the fatherPoh Jun Zhe Malcus (Chung Ting Fai & Co) for the mother.
[2021] SGHC 235,"Tort — Misrepresentation — Fraud and deceit, Tort — Misrepresentation — Measure of damages
",2021,https://www.elitigation.sg/gd/s/2021_SGHC_235,8815,91,Pang Khang Chau J,"Chia Foon Yeow (Loo & Partners LLP) for the plaintiff Koong Len Sheng, Richard Yeoh Kar Hoe and Eileen Tok See Teng (David Lim & Partners LLP) for the defendant."
[2021] SGHC 233,"Revenue Law — Property tax — Annual value, Revenue Law — Property tax — Appeals — Standard of review",2021,https://www.elitigation.sg/gd/s/2021_SGHC_233,8684,65,Unknown,Suang Wijaya and Eugene Singarajah Thuraisingam (Eugene Thuraisingam LLP) for the appellant Rajiv Rai and Sonia Khoo Meng (Inland Revenue Authority of Singapore) for the respondent.
[2021] SGHC 234,"Tort — Misrepresentation — Fraud and deceit, Tort — Misrepresentation — Negligent misrepresentation
 
",2021,https://www.elitigation.sg/gd/s/2021_SGHC_234,9168,99,Lee Seiu Kin J,"Subramanian S/O Ayasamy Pillai, Daphne Francesca Tan and Roe Ervin Jun Zhi (CNPLaw LLP) for the plaintiff Han Wah Teng and Winston Chui (CTLC Law Corporation) for the defendants."
[2021] SGHC 232,Legal Profession — Disciplinary proceedings,2021,https://www.elitigation.sg/gd/s/2021_SGHC_232,11503,108,Andrew Phang Boon Leong JCA,"Tan Chuan Thye SC, Chew Xiang and Ou Wai Hung Shaun (Rajah & Tann Singapore LLP) for the applicants Cavinder Bull SC, Kong Man Er, Sam Yi Ting (Drew & Napier LLC) (instructed), Thio Shen Yi SC, Chua Han Yuan Kenneth and Hannah Alysha binte Mohamed Ashiq (TSMP Law Corporation) for the respondent."
[2021] SGHC 231,Courts and Jurisdiction — Jurisdiction — Transfer of cases from the State Courts to the High Court,2021,https://www.elitigation.sg/gd/s/2021_SGHC_231,177,3,Lee Seiu Kin J,"Carolyn Tan Beng Hui and Leong De Shun Kevin (Tan & Au LLP) for the plaintiff Ang Tze Phern, Ng Cheng Hsuan Joey and Ou Wai Hung Shaun (Rajah & Tann Singapore LLP) for the defendant."
[2021] SGHCF 33,"Family Law — Custody — Access, Family Law — Child — Maintenance of child, Family Law — Consent orders — Variation of consent orders",2021,https://www.elitigation.sg/gd/s/2021_SGHCF_33,4133,32,Choo Han Teck J,The mother in-personLopez Sheela Grace Pandian (Lee Bon Leong & Co) for the father.
[2021] SGHC 229,Arbitration — Award — Recourse against award — Setting aside,2021,https://www.elitigation.sg/gd/s/2021_SGHC_229,9834,0,S Mohan JC,"Lee Wei Yuen Arvin (Li Weiyun), Lyssetta Teo Li Lin and Tay Ting Xun Leon (Wee Swee Teow LLP) for the plaintiff Siraj Omar SC, Allister Brendan Tan Yu Kuan, Joelle Tan and Hendroff Fitzgerald L (Drew & Napier LLC) for the defendant."
[2021] SGCA 97,"Damages — Assessment 

, Contract — Remedies — Damages, Confidence — Breach of confidence, Contract — Breach — Repudiation of contract",2021,https://www.elitigation.sg/gd/s/2021_SGCA_97,21153,166,Quentin Loh JAD,"Ang Hsueh Ling Celeste, Clarence Ding Si-Liang, Lee Zhe Xu and Tan Yi Wei Nicholas (Wong & Leow LLC) for the appellants Chia Jin Chong Daniel, Ong Xuan Ning Christine (Weng Xuanning) and Tan Ei Leen (Coleman Street Chambers LLC) for the respondents."
[2021] SGHC 230,"Tort — Negligence — Causation, Tort — Negligence — Breach of duty, Legal Profession — Professional conduct",2021,https://www.elitigation.sg/gd/s/2021_SGHC_230,15149,110,Mavis Chionh Sze Chyi J,"The plaintiff in person Ang Cheng Ann Alfonso, Ch'ng Chin Leong James, Cheah Shu Xian and Anneson Neo (A. Ang, Seah & Hoe) for the defendants."
[2021] SGCA 96,"Statutory Interpretation — Constitutional provisions, Statutory Interpretation — Construction of statute

, Constitutional Law — Fundamental liberties — Freedom of speech",2021,https://www.elitigation.sg/gd/s/2021_SGCA_96,38979,0,Sundaresh Menon CJ,"Eugene Singarah Thuraisingam and Joel Wong En Jie (Eugene Thuraisingam LLP) for the appellant in Civil Appeal No 47 of 2020 and the applicant in Summonses Nos 72 and 98 of 2020Hui Choon Kuen, Pang Ru Xue, Jamie and Teo Meng Hui, Jocelyn (Attorney-General's Chambers) for the respondent in Civil Appeal No 47 of 2020 and Summonses Nos 72 and 98 of 2020Nair Suresh Sukumaran and Joel Yeow Guan Wei (PK Wong & Nair LLC) (instructed), Eugene Singarah Thuraisingam and Joel Wong En Jie (Eugene Thuraisingam LLP) for the appellant in Civil Appeal No 52 of 2020 and the applicant in Summons No 97 of 2020Tan Ruyan Kristy SC, Fu Qijing and Amanda Sum Yun Qian (Attorney-General's Chambers) for the respondent in Civil Appeal No 52 of 2020 and Summons No 97 of 2020."
[2021] SGCA 95,Insolvency Law — Bankruptcy — Statutory demand ,2021,https://www.elitigation.sg/gd/s/2021_SGCA_95,5025,52,Tay Yong Kwang JCA,A Rajandran (A Rajandran) (instructed) and Mohan Das Naidu (Mohan Das Naidu & Partners) for the appellant Palaniappan Sundararaj (K&L Gates Straits Law LLC) for the respondents.
[2021] SGCA 94,"Arbitration - Award - Recourse against award - Setting aside, Arbitration - Enforcement - Singapore-seated award - Challenge",2021,https://www.elitigation.sg/gd/s/2021_SGCA_94,17343,168,Judith Prakash JCA,"Yeo Khirn Hai Alvin SC, Leo Zhen Wei Lionel andWong Zheng Hui Daryl (WongPartnership LLP) for the appellantsBull Cavinder SC, Ong Chee Yeow and Kong Man Er(Drew & Napier LLC) (instructed),Lee Teck Chye Aaron, Marc Wenjie Malone and Chong Xue Er Cheryl (Allen & Gledhill LLP) for the respondents."
[2021] SGHC 226,"Criminal Procedure and Sentencing — Sentencing — Principles — Appellant charged with dealing with duty unpaid cigarettes — Relevant sentencing considerations — Whether sentence imposed was manifestly excessive
  
, Criminal Procedure and Sentencing — Sentencing — Benchmark sentences — Appeal against sentence imposed for dealing with duty unpaid cigarettes under s 128I(1)(b), punishable under s 128L(4) of the Customs Act (Cap 70, 2004 Rev Ed) — Whether the sentencing frameworks for ss 128F and 128H applied to s 128I(1)(b) of the Customs Act",2021,https://www.elitigation.sg/gd/s/2021_SGHC_226,4882,57,Vincent Hoong J,Wong Chuhui Maxine and Yong Zhee Hoe (Rajwin & Yong LLP) for the appellant Adrian Loo and Chng Luey Chi (Attorney-General's Chambers) for the respondent.
[2021] SGHC 205,"Civil Procedure-Pleadings-Striking out, Tort-Conspiracy-Elements of lawful means and unlawful means conspiracies, Equity-Fiduciary relationships-When arising-Characteristics of an ad hoc fiduciary, Trusts-Constructive trusts-Requirements for imposition of remedial constructive trust, Restitution-Unjust enrichment-Elements of unjust enrichment-Interceptive substraction-Total failure of consideration, exploitation of weakness and ignorance as unjust factors",2021,https://www.elitigation.sg/gd/s/2021_SGHC_205,16976,182,Vinodh Coomaraswamy J,"Vinodh Coomaraswamy Judge of the High Court  Adrian Tan, Ong Pei Ching, Hari Veluri and David Aw (TSMP Law Corporation) for the plaintiffs Mark Seah, Andrea Gan, Chua Weilin, See Kwang Guan and Ashwin Nair Vijayakumar (Dentons Rodyk & Davidson LLP) for the second defendant Adam Muneer Yusoff Maniam and Chua Xyn Yee (Drew & Napier LLC) for the first defendant (watching brief) The third to fifth defendants absent and unrepresented."
[2021] SGCA 93,Tort — Negligence — Contributory negligence,2021,https://www.elitigation.sg/gd/s/2021_SGCA_93,4543,41,Tay Yong Kwang JCA,"Anthony Wee and Koh Keh Jang Fendrick (Titanium Law Chambers LLC) for the appellant Ramasamy s/o Karuppan Chettiar and Simone B Chettiar (Central Chambers Law Corporation) for the first respondent Teo Weng Kie, Shahira binte Mohd Anuar and Cham Xin Di Cindy (Tan Kok Quan Partnership) for the second respondent)."
[2021] SGHCF 32,Family Law — Maintenance — Child — Variation of order ,2021,https://www.elitigation.sg/gd/s/2021_SGHCF_32,726,8,Choo Han Teck J,A Rajandran (A. Rajandran) for the wifeThe husband in person.
[2021] SGHC 225,"Contract — Formation, Contract — Remedies
",2021,https://www.elitigation.sg/gd/s/2021_SGHC_225,8991,65,Ang Cheng Hock J,Yeo Kan Kiang Roy (Sterling Law Corporation) for the plaintiff Tan Cheng Kiong (CK Tan Law Corporation) for the defendant.
[2021] SGHC 219,"Contract — Discharge — Frustration, Contract — Contractual terms — Unfair Contract Terms Act",2021,https://www.elitigation.sg/gd/s/2021_SGHC_219,16502,204,Lai Siu Chiu SJ,"Joseph Tay Weiwen, Lin Ruizi, Lim Wei Zhen @ Jennifer Lim Wei Zhen (Shook Lin & Bok LLP) for the plaintiff Leong Li Shiong, Chai Rui Min Angela (Withers KhattarWong LLP) for the defendant."
[2021] SGHC 223,Contract — Breach ,2021,https://www.elitigation.sg/gd/s/2021_SGHC_223,6673,79,Lee Seiu Kin J,Goh Peck San (P S Goh & Co) for the plaintiff Vijai Dharamdas Parwani and Lim Shu Yi (Parwani Law LLC) for the defendant.
[2021] SGHC 224,"Criminal Procedure and Sentencing — Sentencing — Principles

 
, Criminal Procedure and Sentencing — Sentencing — Benchmark Sentences",2021,https://www.elitigation.sg/gd/s/2021_SGHC_224,4204,0,Sundaresh Menon CJ,Luke Lee Yoon Tet (Luke Lee & Co) for the appellant Chong Yong and Chng Luey Chi (Attorney-General's Chambers) for the respondent.
[2021] SGHC 222,"Trusts — Recipient liability — Knowing receipt 
, Trusts — Accessory liability — Dishonest assistance, Companies — Directors — Duties — Companies Act s 157, Companies — Directors — Duties — Companies Act s 145(5), Companies — Directors — Liabilities — Companies Act s 391, Companies — Directors — Remuneration — Companies Act s 169",2021,https://www.elitigation.sg/gd/s/2021_SGHC_222,10362,104,Philip Jeyaretnam JC,Yeo Teng Yung Christopher and Lavan Vickneson (Legal Solutions LLC) for the plaintiff The first and second defendants in person.
[2021] SGCA 92,"Damages — Quantum
, Damages — Assessment, Tort — Negligence — Causation, Tort — Negligence — Breach of duty",2021,https://www.elitigation.sg/gd/s/2021_SGCA_92,8670,74,Quentin Loh JAD,"Narayanan Sreenivasan SC, Palaniappan Sundararaj and Lim Min (K&L Gates Straits Law LLC) for the appellant Kuah Boon Theng SC, Yong Shuk Lin Vanessa, Chain Xiao Jing Felicia and Valerie Thio Shu Jun (Legal Clinic LLC) for the respondents."
